"","symbol","date","open","high","low","close","volume","adjusted"
"161","ECL",2024-11-18,244.940002441406,246.820007324219,244.509994506836,245.970001220703,787600,245.970001220703
"162","EW",2024-11-18,67.629997253418,71.0800018310547,67.5800018310547,69.8899993896484,7061300,69.8899993896484
"163","EA",2024-11-18,160,164.449996948242,159.380004882812,164.009994506836,1925500,164.009994506836
"164","ELV",2024-11-18,400,403.679992675781,397.920013427734,400.700012207031,1465500,400.700012207031
"165","EMR",2024-11-18,126.930000305176,129.470001220703,126.830001831055,129.160003662109,3399100,129.160003662109
"166","ENPH",2024-11-18,59.2799987792969,62.7299995422363,58.3300018310547,62.4000015258789,7629000,62.4000015258789
"167","ETR",2024-11-18,148.669998168945,151.220001220703,148.669998168945,149.270004272461,1400100,149.270004272461
"168","EOG",2024-11-18,136.320007324219,137.210006713867,135.110000610352,136.539993286133,3060700,136.539993286133
"169","EPAM",2024-11-18,234.309997558594,235.529998779297,230.820007324219,233.399993896484,558300,233.399993896484
"170","EQT",2024-11-18,42.9900016784668,44.6199989318848,42.6399993896484,44.2799987792969,7273200,44.2799987792969
"171","EFX",2024-11-18,247.639999389648,249.110000610352,243,245.289993286133,1587000,245.289993286133
"172","EQIX",2024-11-18,891,910.390014648438,891,909.47998046875,480200,909.47998046875
"173","EQR",2024-11-18,73.3099975585938,74.5400009155273,73.1500015258789,74.4199981689453,1924200,74.4199981689453
"174","ERIE",2024-11-18,405.760009765625,416.320007324219,403.649993896484,412.630004882812,155700,412.630004882812
"175","ESS",2024-11-18,300.630004882812,303.320007324219,300.130004882812,302.540008544922,250300,302.540008544922
"176","EL",2024-11-18,65.2699966430664,65.9400024414062,64.25,64.5699996948242,3266800,64.5699996948242
"177","EG",2024-11-18,366.720001220703,373.450012207031,366.720001220703,373.329986572266,234400,373.329986572266
"178","EVRG",2024-11-18,63.5800018310547,64.1399993896484,63.4799995422363,63.8699989318848,1493000,63.8699989318848
"179","ES",2024-11-18,61.6300010681152,62.2700004577637,61.4700012207031,62.0699996948242,1684000,62.0699996948242
"180","EXC",2024-11-18,39.0499992370605,39.3899993896484,38.7400016784668,39.2299995422363,7261100,39.2299995422363
"181","EXPE",2024-11-18,180.169998168945,181,178.449996948242,180.399993896484,1282800,180.399993896484
"182","EXPD",2024-11-18,119.809997558594,121.370002746582,119.690002441406,120.330001831055,1004500,120.330001831055
"183","EXR",2024-11-18,163.479995727539,165.179992675781,163.380004882812,164.899993896484,769800,164.899993896484
"184","XOM",2024-11-18,119.790000915527,120.620002746582,119.269996643066,120.309997558594,14239700,120.309997558594
"185","FFIV",2024-11-18,239.320007324219,241.539993286133,238.509994506836,239.990005493164,398400,239.990005493164
"186","FDS",2024-11-18,482.880004882812,489.649993896484,482.880004882812,485.929992675781,209200,485.929992675781
"187","FICO",2024-11-18,2261,2305.30004882812,2250.26000976562,2272.31005859375,98000,2272.31005859375
"188","FAST",2024-11-18,82.1900024414062,82.9499969482422,81.7099990844727,81.8000030517578,2746500,81.8000030517578
"189","FRT",2024-11-18,110.699996948242,112.830001831055,110.51000213623,112.529998779297,694500,112.529998779297
"190","FDX",2024-11-18,293.609985351562,297.579986572266,293.410003662109,295.209991455078,1460000,295.209991455078
"191","FIS",2024-11-18,87.629997253418,88.5500030517578,87.629997253418,88.4199981689453,2755500,88.4199981689453
"192","FITB",2024-11-18,47.0800018310547,47.2799987792969,46.6699981689453,46.8199996948242,4703500,46.8199996948242
"193","FSLR",2024-11-18,188.110000610352,195.75,186.229995727539,195.559997558594,1738200,195.559997558594
"194","FE",2024-11-18,41.3600006103516,41.8499984741211,41.3199996948242,41.689998626709,2724400,41.689998626709
"195","FI",2024-11-18,211.009994506836,213.279998779297,210.570007324219,212.740005493164,1748900,212.740005493164
"196","FMC",2024-11-18,54.7299995422363,55.25,54.2900009155273,55.2299995422363,1308100,55.2299995422363
"197","F",2024-11-18,11.0500001907349,11.2700004577637,11.0299997329712,11.210000038147,47727300,11.210000038147
"198","FTNT",2024-11-18,94.5699996948242,96.7399978637695,90.9599990844727,91.879997253418,8702100,91.879997253418
"199","FTV",2024-11-18,74.2699966430664,74.8899993896484,74.1399993896484,74.6100006103516,2277800,74.6100006103516
"200","FOXA",2024-11-18,45.5099983215332,45.8530006408691,45.2999992370605,45.3800010681152,6035200,45.3800010681152
"201","FOX",2024-11-18,42.810001373291,43.0999984741211,42.5699996948242,42.75,1574500,42.75
"202","BEN",2024-11-18,21.5599994659424,21.9300003051758,21.4699993133545,21.7999992370605,4017700,21.7999992370605
"203","FCX",2024-11-18,43.0400009155273,43.6500015258789,42.560001373291,43.5499992370605,11886900,43.5499992370605
"204","GRMN",2024-11-18,208.600006103516,211.009994506836,208.080001831055,209.270004272461,938800,209.270004272461
"205","IT",2024-11-18,520.929992675781,526.820007324219,518.25,520.72998046875,368100,520.72998046875
"206","GE",2024-11-18,177,178.570007324219,175.130004882812,177.520004272461,2833800,177.520004272461
"207","GEHC",2024-11-18,81.9000015258789,83.4850006103516,81.8850021362305,82.7200012207031,2918000,82.7200012207031
"208","GEV",2024-11-18,326.570007324219,333.239990234375,322.160003662109,325.369995117188,1815200,325.369995117188
"209","GEN",2024-11-18,29.5900001525879,29.7399997711182,29.0699996948242,29.2800006866455,2002100,29.2800006866455
"210","GNRC",2024-11-18,181.679992675781,184.630004882812,181.179992675781,181.940002441406,932200,181.940002441406
"211","GD",2024-11-18,287,288,285.290008544922,286,1287000,286
"212","GIS",2024-11-18,63.5299987792969,63.8499984741211,62.75,62.8800010681152,4859800,62.8800010681152
"213","GM",2024-11-18,57.4900016784668,57.5200004577637,55.8400001525879,56.25,12273200,56.25
"214","GPC",2024-11-18,123.110000610352,125,122.849998474121,124.190002441406,905800,124.190002441406
"215","GILD",2024-11-18,88.3899993896484,89.0400009155273,87.629997253418,88.4599990844727,9099600,88.4599990844727
"216","GPN",2024-11-18,115.339996337891,116.150001525879,114.680000305176,116.059997558594,1428400,116.059997558594
"217","GL",2024-11-18,112.879997253418,113.160003662109,109.5,109.75,523500,109.75
"218","GDDY",2024-11-18,183.449996948242,186.089996337891,181.764999389648,185.020004272461,1203000,185.020004272461
"219","HAL",2024-11-18,30.1399993896484,30.6700000762939,30.0100002288818,30.4500007629395,9278300,30.4500007629395
"220","HIG",2024-11-18,117.779998779297,118.5,116.949996948242,118.129997253418,875900,118.129997253418
"221","HAS",2024-11-18,62.2999992370605,62.4700012207031,61.5800018310547,61.689998626709,1484100,61.689998626709
"222","HCA",2024-11-18,342.679992675781,343.279998779297,332.890014648438,335.850006103516,1496200,335.850006103516
"223","DOC",2024-11-18,20.75,20.8799991607666,20.6299991607666,20.8700008392334,5344600,20.8700008392334
"224","HSIC",2024-11-18,68.879997253418,75.8000030517578,68.7200012207031,73.8899993896484,3564800,73.8899993896484
"225","HSY",2024-11-18,170.949996948242,171.789993286133,169.100006103516,169.990005493164,1641000,169.990005493164
"226","HES",2024-11-18,146.75,147.649993896484,145.259994506836,146.880004882812,1363700,146.880004882812
"227","HPE",2024-11-18,21.8099994659424,21.8600006103516,21.2900009155273,21.3799991607666,12030800,21.3799991607666
"228","HLT",2024-11-18,248.139999389648,249.850006103516,247.479995727539,249.039993286133,1003900,249.039993286133
"229","HOLX",2024-11-18,78.4199981689453,79.2300033569336,78.0899963378906,78.7900009155273,1032800,78.7900009155273
"230","HD",2024-11-18,405.5,412.540008544922,403.950012207031,410.440002441406,3394300,410.440002441406
"231","HON",2024-11-18,229.479995727539,230.070007324219,228.270004272461,228.850006103516,3446100,228.850006103516
"232","HRL",2024-11-18,29.4699993133545,29.5699996948242,29.0799999237061,29.3999996185303,2885200,29.3999996185303
"233","HST",2024-11-18,17.3099994659424,17.4500007629395,17.1599998474121,17.4099998474121,5446000,17.4099998474121
"234","HWM",2024-11-18,112.040000915527,113.440002441406,111.730003356934,113.169998168945,1817400,113.169998168945
"235","HPQ",2024-11-18,36.9199981689453,37.7299995422363,36.8499984741211,37.4300003051758,7623800,37.4300003051758
"236","HUM",2024-11-18,275,279.429992675781,270.809997558594,271.350006103516,1929800,271.350006103516
"237","HBAN",2024-11-18,17.6900005340576,17.8600006103516,17.6499996185303,17.7999992370605,11043200,17.7999992370605
"238","HII",2024-11-18,194,197.089996337891,192.720001220703,196.300003051758,520300,196.300003051758
"239","IBM",2024-11-18,207,208.419998168945,205.369995117188,208.089996337891,3405900,208.089996337891
"240","IEX",2024-11-18,226.199996948242,228.779998779297,226.199996948242,226.660003662109,659600,226.660003662109
"241","IDXX",2024-11-18,421.5,424.049987792969,418.950012207031,419.829986572266,437500,419.829986572266
"242","ITW",2024-11-18,270.079986572266,272.299987792969,269.390014648438,270.059997558594,711300,270.059997558594
"243","INCY",2024-11-18,75.8899993896484,77.0100021362305,75.4199981689453,76.9700012207031,1839700,76.9700012207031
"244","IR",2024-11-18,101.699996948242,102.459999084473,101.209999084473,101.650001525879,1829200,101.650001525879
"245","PODD",2024-11-18,260.100006103516,263.929992675781,260.010009765625,260.679992675781,679100,260.679992675781
"246","INTC",2024-11-18,24.3299999237061,25.0200004577637,24.1599998474121,24.8400001525879,59589500,24.8400001525879
"247","ICE",2024-11-18,154.990005493164,157.779998779297,154.850006103516,157.690002441406,3973900,157.690002441406
"248","IFF",2024-11-18,85.9499969482422,86.629997253418,85.4000015258789,86.6100006103516,1786600,86.6100006103516
"249","IP",2024-11-18,57.4099998474121,58.25,57.2599983215332,57.7000007629395,3876500,57.7000007629395
"250","IPG",2024-11-18,27.0400009155273,27.5499992370605,26.8799991607666,27.5200004577637,6702000,27.5200004577637
"251","INTU",2024-11-18,685.650024414062,688.119995117188,675.799987792969,678.809997558594,1580300,678.809997558594
"252","ISRG",2024-11-18,527.359985351562,537.530029296875,526.609985351562,531.640014648438,1268000,531.640014648438
"253","IVZ",2024-11-18,17.6299991607666,17.7000007629395,17.3899993896484,17.4699993133545,5719500,17.4699993133545
"254","INVH",2024-11-18,33.75,34.1650009155273,33.5,34.1500015258789,2195300,34.1500015258789
"255","IRM",2024-11-18,113.620002746582,115.650001525879,113.410003662109,115.5,1440300,115.5
"256","JBHT",2024-11-18,182.869995117188,185.339996337891,182.600006103516,184,756900,184
"257","JBL",2024-11-18,129.100006103516,129.360000610352,127.449996948242,128.289993286133,795100,128.289993286133
"258","J",2024-11-18,140.479995727539,141.839996337891,139.539993286133,140.350006103516,809200,140.350006103516
"259","JNJ",2024-11-18,152.589996337891,155.330001831055,152.330001831055,154.770004272461,7510600,154.770004272461
"260","JCI",2024-11-18,84.2699966430664,84.5,83.5400009155273,83.6500015258789,3439200,83.6500015258789
"261","JPM",2024-11-18,247.759994506836,247.929992675781,242.679992675781,245.029998779297,9051400,245.029998779297
"262","JNPR",2024-11-18,36.2099990844727,37,35.1800003051758,35.6100006103516,13354000,35.6100006103516
"263","K",2024-11-18,80.6399993896484,80.8499984741211,80.4899978637695,80.5999984741211,2480700,80.5999984741211
"264","KVUE",2024-11-18,23.8050003051758,24.0049991607666,23.6700000762939,23.7199993133545,14591600,23.7199993133545
"265","KDP",2024-11-18,31.8899993896484,31.8999996185303,31.1499996185303,31.2399997711182,16062500,31.2399997711182
"266","KEY",2024-11-18,19.1399993896484,19.2800006866455,19.0900001525879,19.2299995422363,7320300,19.2299995422363
"267","KEYS",2024-11-18,149.559997558594,151.600006103516,148.429992675781,151.419998168945,1936800,151.419998168945
"268","KMB",2024-11-18,133.740005493164,136.320007324219,133.440002441406,136.009994506836,2038300,136.009994506836
"269","KIM",2024-11-18,24.7600002288818,25.1200008392334,24.6700000762939,25.1000003814697,3014300,25.1000003814697
"270","KMI",2024-11-18,27.3500003814697,27.8400001525879,27.3500003814697,27.7800006866455,15941000,27.7800006866455
"271","KKR",2024-11-18,150.580001831055,152.639999389648,149.330001831055,152.449996948242,3196400,152.449996948242
"272","KLAC",2024-11-18,614.22998046875,623.77001953125,611.77001953125,620.260009765625,1223300,620.260009765625
"273","KHC",2024-11-18,31.2150001525879,31.3999996185303,30.9349994659424,31.0699996948242,10885500,31.0699996948242
